file_name,visualization_path,ocr_text,ocr_after_correction,true_label,predicted_label,regex_used,classifier_results_json,matches,matched_words,matched_categories
./images\alcohol\0402a.jpg,./results/without_visual_correction\alcohol_0402a_ocr.png,rea dy for f av orbar chardonnay spe cioi rea d y for f av orbar chardonnay spe cioi,rea dy for f av orbar chardonnay spe cioi rea d y for f av orbar chardonnay spe cioi,alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'chardonnay', 'category': 'wine_types'}, {'word': 'chardonnay', 'category': 'wine_types'}], 'matched_words': 'chardonnay,chardonnay', 'matched_categories': 'wine_types'}","[{""word"": ""chardonnay"", ""category"": ""wine_types""}, {""word"": ""chardonnay"", ""category"": ""wine_types""}]","chardonnay,chardonnay",wine_types
./images\non_alcohol\0083na.jpg,./results/without_visual_correction\non_alcohol_0083na_ocr.png,grabhow ,grabhow ,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0166na.jpg,./results/without_visual_correction\non_alcohol_0166na_ocr.png,"enjoy check, event mik sha ke, check enjoy check, event mik sha ke","enjoy check, event mik sha ke, check enjoy check, event mik sha ke",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0474a.jpg,./results/without_visual_correction\alcohol_0474a_ocr.png,"giitdginngxgnisdmvimgig iot ybpgi tgd, gtiitdgin nggnigd mvimgig","giitdginngxgnisdmvimgig iot ybpgi tgd, gtiitdgin nggnigd mvimgig",alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'gin', 'category': 'drink categories'}, {'word': 'gin', 'category': 'drink categories'}], 'matched_words': 'gin,gin', 'matched_categories': 'drink categories'}","[{""word"": ""gin"", ""category"": ""drink categories""}, {""word"": ""gin"", ""category"": ""drink categories""}]","gin,gin",drink categories
./images\alcohol\0401a.jpg,./results/without_visual_correction\alcohol_0401a_ocr.png,try fiavor party iag try fiavorpartyiag,try fiavor party iag try fiavorpartyiag,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0143a.jpg,./results/without_visual_correction\alcohol_0143a_ocr.png,"getready, forpiemium res erve, bourbon get ready, forp, res, erve, bourbon","getready, forpiemium res erve, bourbon get ready, forp, res, erve, bourbon",alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'bourbon', 'category': 'drink categories'}, {'word': 'bourbon', 'category': 'drink categories'}], 'matched_words': 'bourbon,bourbon', 'matched_categories': 'drink categories'}","[{""word"": ""bourbon"", ""category"": ""drink categories""}, {""word"": ""bourbon"", ""category"": ""drink categories""}]","bourbon,bourbon",drink categories
./images\alcohol\3065a.jpg,./results/without_visual_correction\alcohol_3065a_ocr.png,try expiore check jackdanieis try expiore check jack danieis,try expiore check jackdanieis try expiore check jack danieis,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0354na.jpg,./results/without_visual_correction\non_alcohol_0354na_ocr.png,stpipr ,stpipr ,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0387na.jpg,./results/without_visual_correction\non_alcohol_0387na_ocr.png,"ensa, t iife mii kshake fiavor, do n't miss nigt snigtiife mii kshake fiavor, don'tm","ensa, t iife mii kshake fiavor, do n't miss nigt snigtiife mii kshake fiavor, don'tm",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\3092a.jpg,./results/without_visual_correction\alcohol_3092a_ocr.png, , ,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [], 'matched_words': '', 'matched_categories': ''}",[],,
./images\alcohol\0150a.jpg,./results/without_visual_correction\alcohol_0150a_ocr.png,brandy brandy,brandy brandy,alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'brandy', 'category': 'drink categories'}, {'word': 'brandy', 'category': 'drink categories'}], 'matched_words': 'brandy,brandy', 'matched_categories': 'drink categories'}","[{""word"": ""brandy"", ""category"": ""drink categories""}, {""word"": ""brandy"", ""category"": ""drink categories""}]","brandy,brandy",drink categories
./images\alcohol\0206a.jpg,./results/without_visual_correction\alcohol_0206a_ocr.png,ghec ,ghec ,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0452a.jpg,./results/without_visual_correction\alcohol_0452a_ocr.png,"vicepnsiden+, foatsacoiors, gin, guip presiden+, coiors, gin, gulp","vicepnsiden+, foatsacoiors, gin, guip presiden+, coiors, gin, gulp",alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'gin', 'category': 'drink categories'}, {'word': 'gin', 'category': 'drink categories'}], 'matched_words': 'gin,gin', 'matched_categories': 'drink categories'}","[{""word"": ""gin"", ""category"": ""drink categories""}, {""word"": ""gin"", ""category"": ""drink categories""}]","gin,gin",drink categories
./images\alcohol\0161a.jpg,./results/without_visual_correction\alcohol_0161a_ocr.png, , ,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [], 'matched_words': '', 'matched_categories': ''}",[],,
./images\alcohol\0013a.jpg,./results/without_visual_correction\alcohol_0013a_ocr.png,nip easetitdpinyt nip etaetetiitnpinvt,nip easetitdpinyt nip etaetetiitnpinvt,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0235na.jpg,./results/without_visual_correction\non_alcohol_0235na_ocr.png,don'tmisscheckceiebrationespressofiavor don'tmisscheckceiebrationespressofiavor,don'tmisscheckceiebrationespressofiavor don'tmisscheckceiebrationespressofiavor,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0414a.jpg,./results/without_visual_correction\alcohol_0414a_ocr.png, foreventp, foreventp,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0387a.jpg,./results/without_visual_correction\alcohol_0387a_ocr.png,steiiaartois steiia artois,steiiaartois steiia artois,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\3090na.jpg,./results/without_visual_correction\non_alcohol_3090na_ocr.png,dontmissbareventmatchabar dontmiss bareventmatcha bar,dontmissbareventmatchabar dontmiss bareventmatcha bar,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0063na.jpg,./results/without_visual_correction\non_alcohol_0063na_ocr.png,matcha matcha,matcha matcha,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0102na.jpg,./results/without_visual_correction\non_alcohol_0102na_ocr.png,enjoy expioremarjuanagrabnow enjoy expore marjuana grab now,enjoy expioremarjuanagrabnow enjoy expore marjuana grab now,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0352na.jpg,./results/without_visual_correction\non_alcohol_0352na_ocr.png,"bar, try check fiavor espresso bar, try check fiavor espresso","bar, try check fiavor espresso bar, try check fiavor espresso",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0134a.jpg,./results/without_visual_correction\alcohol_0134a_ocr.png,check out menu cocktaii ut menu cocktaii,check out menu cocktaii ut menu cocktaii,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0343a.jpg,./results/without_visual_correction\alcohol_0343a_ocr.png,don't miss bar event whiskey don't miss bar event whiskey,don't miss bar event whiskey don't miss bar event whiskey,alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'whiskey', 'category': 'drink categories'}, {'word': 'whiskey', 'category': 'drink categories'}], 'matched_words': 'whiskey,whiskey', 'matched_categories': 'drink categories'}","[{""word"": ""whiskey"", ""category"": ""drink categories""}, {""word"": ""whiskey"", ""category"": ""drink categories""}]","whiskey,whiskey",drink categories
./images\alcohol\0421a.jpg,./results/without_visual_correction\alcohol_0421a_ocr.png,try party offer gin ,try party offer gin ,alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'gin', 'category': 'drink categories'}], 'matched_words': 'gin', 'matched_categories': 'drink categories'}","[{""word"": ""gin"", ""category"": ""drink categories""}]",gin,drink categories
./images\non_alcohol\0045na.jpg,./results/without_visual_correction\non_alcohol_0045na_ocr.png,weed toste weed toste,weed toste weed toste,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0488a.jpg,./results/without_visual_correction\alcohol_0488a_ocr.png,"oboo, sgosig, check grab, now jack danieis sgosig, check grab, nowjackdanieis","oboo, sgosig, check grab, now jack danieis sgosig, check grab, nowjackdanieis",alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0360na.jpg,./results/without_visual_correction\non_alcohol_0360na_ocr.png,try discount hot chocoiate discount try discount hot chocoiate discount,try discount hot chocoiate discount try discount hot chocoiate discount,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0256na.jpg,./results/without_visual_correction\non_alcohol_0256na_ocr.png, , ,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [], 'matched_words': '', 'matched_categories': ''}",[],,
./images\non_alcohol\0421na.jpg,./results/without_visual_correction\non_alcohol_0421na_ocr.png,"enjoy, discount, limited edition soda ceiebration enjoy, discount, limited edition soda ceiebration","enjoy, discount, limited edition soda ceiebration enjoy, discount, limited edition soda ceiebration",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'soda_NON_ALCOHOL', 'category': 'non_alcohol_exclude'}, {'word': 'soda_NON_ALCOHOL', 'category': 'non_alcohol_exclude'}], 'matched_words': 'soda_NON_ALCOHOL,soda_NON_ALCOHOL', 'matched_categories': 'non_alcohol_exclude'}","[{""word"": ""soda_NON_ALCOHOL"", ""category"": ""non_alcohol_exclude""}, {""word"": ""soda_NON_ALCOHOL"", ""category"": ""non_alcohol_exclude""}]","soda_NON_ALCOHOL,soda_NON_ALCOHOL",non_alcohol_exclude
./images\alcohol\0276a.jpg,./results/without_visual_correction\alcohol_0276a_ocr.png,bra braro,bra braro,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\3050a.jpg,./results/without_visual_correction\alcohol_3050a_ocr.png,cocktaii speciai cocktaii speciai,cocktaii speciai cocktaii speciai,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0187a.jpg,./results/without_visual_correction\alcohol_0187a_ocr.png,don'tmisstasteabsoiutcheck don'tmisstaste absoiutcheck,don'tmisstasteabsoiutcheck don'tmisstaste absoiutcheck,alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0202a.jpg,./results/without_visual_correction\alcohol_0202a_ocr.png,checkout checkimportedbeer imported checkoutcheckimported beer imported,checkout checkimportedbeer imported checkoutcheckimported beer imported,alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'beer', 'category': 'drink categories'}, {'word': 'beer', 'category': 'drink categories'}, {'word': 'port', 'category': 'drink categories'}, {'word': 'port', 'category': 'drink categories'}, {'word': 'port', 'category': 'drink categories'}, {'word': 'port', 'category': 'drink categories'}], 'matched_words': 'beer,beer,port,port,port,port', 'matched_categories': 'drink categories'}","[{""word"": ""beer"", ""category"": ""drink categories""}, {""word"": ""beer"", ""category"": ""drink categories""}, {""word"": ""port"", ""category"": ""drink categories""}, {""word"": ""port"", ""category"": ""drink categories""}, {""word"": ""port"", ""category"": ""drink categories""}, {""word"": ""port"", ""category"": ""drink categories""}]","beer,beer,port,port,port,port",drink categories
./images\non_alcohol\3045na.jpg,./results/without_visual_correction\non_alcohol_3045na_ocr.png,"don't, iss iimited edition brew hot chocoiate don't, iimitededition brew hot chocoiate","don't, iss iimited edition brew hot chocoiate don't, iimitededition brew hot chocoiate",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0460na.jpg,./results/without_visual_correction\non_alcohol_0460na_ocr.png,"sony ericsson, ex peri ence brew sp ar kiin g wa ter, s, b, g sonyericsson, experiencebrewsparkiingwater, e, s, g, b, g, 口#","sony ericsson, ex peri ence brew sp ar kiin g wa ter, s, b, g sonyericsson, experiencebrewsparkiingwater, e, s, g, b, g, 口#",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0295a.jpg,./results/without_visual_correction\alcohol_0295a_ocr.png,"check, outiimitededitionspeciai iager check, out limitededitionspeciai iager","check, outiimitededitionspeciai iager check, out limitededitionspeciai iager",alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\3024a.jpg,./results/without_visual_correction\alcohol_3024a_ocr.png,"get ready for event iimited edit, nwinebrew ","get ready for event iimited edit, nwinebrew ",alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'wine', 'category': 'drink categories'}], 'matched_words': 'wine', 'matched_categories': 'drink categories'}","[{""word"": ""wine"", ""category"": ""drink categories""}]",wine,drink categories
./images\non_alcohol\0351na.jpg,./results/without_visual_correction\non_alcohol_0351na_ocr.png,"on', eciai coffe ai coffee","on', eciai coffe ai coffee",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\3039na.jpg,./results/without_visual_correction\non_alcohol_3039na_ocr.png,"dn't miss pnty, party maten n'tmiss p rty, d, panty maten","dn't miss pnty, party maten n'tmiss p rty, d, panty maten",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0099na.jpg,./results/without_visual_correction\non_alcohol_0099na_ocr.png,enjoy fiavor cbd njoy fiavor cbd,enjoy fiavor cbd njoy fiavor cbd,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0147na.jpg,./results/without_visual_correction\non_alcohol_0147na_ocr.png,"etpiooonotorweid uoi, wr-o) etpiooonotonh, wr-o), g","etpiooonotorweid uoi, wr-o) etpiooonotonh, wr-o), g",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0112a.jpg,./results/without_visual_correction\alcohol_0112a_ocr.png,check out imported bacardi check out imported bacardi,check out imported bacardi check out imported bacardi,alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'port', 'category': 'drink categories'}, {'word': 'port', 'category': 'drink categories'}, {'word': 'bacardi', 'category': 'brands'}, {'word': 'bacardi', 'category': 'brands'}], 'matched_words': 'port,port,bacardi,bacardi', 'matched_categories': 'drink categories,brands'}","[{""word"": ""port"", ""category"": ""drink categories""}, {""word"": ""port"", ""category"": ""drink categories""}, {""word"": ""bacardi"", ""category"": ""brands""}, {""word"": ""bacardi"", ""category"": ""brands""}]","port,port,bacardi,bacardi","drink categories,brands"
./images\non_alcohol\0319na.jpg,./results/without_visual_correction\non_alcohol_0319na_ocr.png,"try, d isco unt taste, matchabar d isco unt taste, matcha bar","try, d isco unt taste, matchabar d isco unt taste, matcha bar",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\alcohol\0403a.jpg,./results/without_visual_correction\alcohol_0403a_ocr.png,get ready for check bacardi get ready for check bacardi,get ready for check bacardi get ready for check bacardi,alcohol,alcohol,False,"{'prediction': 'alcohol', 'matches': [{'word': 'bacardi', 'category': 'brands'}, {'word': 'bacardi', 'category': 'brands'}], 'matched_words': 'bacardi,bacardi', 'matched_categories': 'brands'}","[{""word"": ""bacardi"", ""category"": ""brands""}, {""word"": ""bacardi"", ""category"": ""brands""}]","bacardi,bacardi",brands
./images\non_alcohol\3074na.jpg,./results/without_visual_correction\non_alcohol_3074na_ocr.png,"enjoyreserve, check herbai tea premium enjoyreserve, checkherbaiteapremium","enjoyreserve, check herbai tea premium enjoyreserve, checkherbaiteapremium",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\3054na.jpg,./results/without_visual_correction\non_alcohol_3054na_ocr.png,cbd grab now cbd grab now,cbd grab now cbd grab now,non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
./images\non_alcohol\0042na.jpg,./results/without_visual_correction\non_alcohol_0042na_ocr.png,"irhn, sllipp-sievite, badm eniouexpiore, silipp-sivt","irhn, sllipp-sievite, badm eniouexpiore, silipp-sivt",non_alcohol,non_alcohol,False,"{'prediction': 'non_alcohol', 'matches': [{'word': 'NO_MATCH', 'category': 'NO_MATCH_NON_ALCOHOL'}], 'matched_words': 'NO_MATCH', 'matched_categories': 'NO_MATCH_NON_ALCOHOL'}","[{""word"": ""NO_MATCH"", ""category"": ""NO_MATCH_NON_ALCOHOL""}]",NO_MATCH,NO_MATCH_NON_ALCOHOL
